RA,DEC,AKR_ID,HSC_ID,Gm,Gme,Rm,Rme,Im,Ime,Zm,Zme,Ym,Yme,N2m,N2me,N3m,N3me,N4m,N4me,S7m,S7me,S9m,S9me,S11m,S11me,L15m,L15me,L18m,L18me,L24m,L24me,sum_y,y_pred
269.4112854,65.2375336,68180,79218056139659793,22.137,0.002,21.706,0.004,21.512,0.005,21.338,0.008,21.094,0.01,19.523,0.055,18.857,0.033,18.672,0.033,,,,,,,,,,,,,21,1
269.4122314,65.2625275,11326,79218056139662237,21.63,0.001,20.983,0.002,20.952,0.003,20.811,0.004,20.766,0.006,19.439,0.065,18.956,0.041,18.842,0.033,18.932,0.122,,,18.5,0.135,,,,,,,21,1
269.566864,65.3417969,133117,79218056139672677,20.075,0.001,20.089,0.001,19.975,0.001,19.751,0.001,19.885,0.002,19.164,0.048,18.723,0.028,18.521,0.023,17.492,0.047,,,17.154,0.049,16.809,0.064,16.616,0.047,17.064,0.135,21,1
269.5017395,65.3584595,96614,79218056139674079,22.296,0.002,22.004,0.004,21.692,0.005,21.572,0.011,21.501,0.015,20.229,0.076,19.723,0.057,19.549,0.044,,,,,,,,,,,,,21,1
270.43008419999995,65.4112625,47809,79217785556716837,22.433000000000003,0.002,21.846,0.003,21.373,0.003,21.203000000000007,0.005,21.108,0.006999999999999999,20.065,0.1,19.481,0.057,19.251,0.049,18.884,0.128,17.805999999999994,0.08900000000000001,17.913,0.091,17.917,0.127,18.48,0.135,,,21,1
268.9492798,65.4111862,47684,79218197873580922,22.698,0.003,22.094,0.005,21.429,0.005,21.018,0.006999999999999999,20.796,0.01,19.813,0.073,19.872,0.054000000000000006,19.443,0.066,,,,,,,17.706,0.111,18.148,0.128,,,21,1
269.8983459,65.20917510000001,133294,79217918700702669,22.277,0.004,20.807,0.003,20.195,0.004,19.878,0.006,19.476,0.009000000000000001,18.371,0.028,17.945,0.017,17.754,0.013,17.070999999999998,0.03,16.057000000000002,0.023,16.537,0.03,16.996,0.058,16.467,0.034,16.035,0.065,11,1
269.91745,65.27327729999999,89224,79217918700711413,22.875,0.003,22.683000000000003,0.006,22.048,0.006999999999999999,21.753,0.011,21.67,0.013,20.487,0.084,19.978,0.06,20.062,0.059,,,,,,,,,,,,,12,1
269.9527588,65.3091278,40813,79217918700716885,21.278,0.001,20.863000000000003,0.001,21.053,0.002,20.731,0.004,20.602,0.004,20.335,0.084,20.022,0.062,20.014,0.065,19.223,0.138,,,18.416,0.115,,,,,,,21,1
268.4514465,65.37004089999999,67211,79218472751482888,24.073,0.009000000000000001,23.667,0.019,23.428,0.027000000000000003,23.211,0.045,22.947,0.048,20.229,0.119,19.947,0.078,19.87,0.077,,,,,,,,,,,,,21,1
268.4714966,65.44758610000001,66331,79218472751491617,23.707,0.008,23.221,0.014,22.722,0.015,22.159,0.023,21.78,0.022,20.371,0.112,20.004,0.057,20.097,0.058,,,,,,,,,,,,,11,1
268.9157715,65.3845596,47499,79218335312531158,22.963,0.005,22.529,0.01,21.809,0.008,21.368,0.013,21.16,0.016,20.411,0.101,20.136,0.067,19.887,0.055,,,,,,,17.67,0.11,18.095,0.109,,,18,1
269.91937260000003,65.3873825,48991,79217922995667659,21.207,0.001,21.169,0.001,20.999,0.002,20.995,0.005,20.873,0.006,19.919,0.079,19.443,0.052000000000000005,19.44,0.052000000000000005,18.955,0.117,17.871,0.08800000000000001,18.552,0.122,17.612000000000005,0.112,18.011,0.117,,,21,1
270.01181030000004,65.3963547,88916,79217922995670656,24.877,0.015,24.263,0.025,23.81900000000001,0.031,23.428,0.045,23.097,0.056,20.501,0.114,20.321,0.095,20.29,0.084,,,,,,,,,,,,,13,1
269.9241333,65.4094009,133303,79217922995671837,20.277,0.001,20.204,0.001,20.071,0.001,19.83,0.002,19.936,0.002,19.852,0.086,19.816,0.055,19.609,0.043,18.732,0.079,17.779,0.068,18.047,0.067,17.637,0.08800000000000001,17.295,0.078,16.555,0.109,21,1
270.1520386,65.4375,133437,79217922995675630,20.732,0.002,20.26,0.002,19.866,0.004,19.689,0.006999999999999999,19.586,0.01,19.345,0.05,19.25,0.039,19.092,0.032,17.768,0.05,16.465,0.03,16.976,0.041,16.230999999999998,0.033,15.838,0.023,15.435,0.043,21,1
269.043335,65.3605576,47230,79218193578595997,24.646,0.012,23.529,0.014,22.76,0.01,22.279,0.014,21.948,0.018000000000000002,20.623,0.103,20.093,0.06,19.831,0.051,,,,,,,,,18.496,0.127,,,20,1
269.29711910000003,65.2583084,45701,79218193578617359,20.883000000000006,0.001,20.819000000000006,0.002,20.55,0.002,20.573,0.004,20.55,0.005,19.431,0.08,19.237,0.057,18.806,0.04,18.513,0.078,17.692,0.066,17.89,0.098,17.922,0.121,17.989,0.114,,,21,1
269.376709,65.3561249,133025,79218193578626831,22.695,0.002,21.693,0.002,21.171,0.003,20.615,0.004,20.47,0.004,19.112,0.043,18.752,0.028,18.377,0.021,17.136,0.034,16.162,0.027000000000000003,16.63,0.032,16.117,0.035,16.233,0.03,15.964,0.071,17,1
270.3713379,65.32428739999999,95170,79217781261750091,25.031,0.023,24.454,0.046,23.988000000000003,0.048,23.588,0.081,23.259,0.096,20.372,0.127,20.149,0.094,20.11,0.093,,,,,,,,,,,,,13,1
270.39736939999995,65.33633420000001,94992,79217781261750130,24.022,0.011,23.241,0.013,22.497,0.013,21.787,0.017,21.514,0.02,20.279,0.107,19.921,0.075,19.619,0.073,,,,,,,,,,,,,11,1
270.61825560000005,65.300209,48537,79217781261751230,20.113,0.001,20.147,0.001,19.838,0.002,19.724,0.005,19.681,0.005,18.71,0.034,18.456,0.023,18.479,0.022,18.027,0.064,17.179000000000002,0.065,17.521,0.056,17.323,0.079,17.115,0.05,,,21,1
269.7050171,65.3912125,97050,79218060434620365,21.463,0.004,21.099,0.006,20.807,0.01,21.12,0.069,20.673,0.069,20.162,0.068,20.278,0.08,20.139,0.078,,,,,,,,,,,,,20,1
269.57547,65.3983154,68955,79218060434626378,21.849,0.002,21.46,0.002,20.998,0.004,20.693,0.006999999999999999,20.826,0.01,20.481,0.106,20.219,0.087,20.166,0.097,,,,,,,,,,,,,21,1
268.8717651,66.18209839999999,46896,79666369120988194,23.741,0.004,23.45,0.008,22.959,0.01,22.665,0.014,22.515,0.019,20.587,0.127,20.246,0.093,19.942,0.079,,,,,,,,,17.761,0.106,,,21,1
268.7194519,66.2019882,47201,79666369120988245,21.74,0.001,21.227,0.001,20.635,0.001,20.211,0.001,20.186,0.002,19.69,0.064,19.348,0.041,18.967,0.031,18.069000000000006,0.068,17.249000000000002,0.052000000000000005,17.526,0.068,17.102,0.07,17.17,0.08,,,21,1
267.7402954,65.8276138,132220,79666635408961324,22.646,0.003,21.961,0.004,21.562,0.006,21.429,0.012,21.231,0.014,19.974,0.102,19.68,0.06,19.444000000000006,0.039,18.048,0.061,17.127,0.046,17.338,0.059,17.18,0.075,17.176,0.054000000000000006,16.976,0.128,21,1
267.59414669999995,65.8833542,116685,79666635408968137,22.533,0.002,22.483,0.005,22.079,0.006999999999999999,21.855,0.013,21.638,0.011,20.063,0.07400000000000001,19.602,0.047,19.557,0.043,,,,,,,17.588,0.086,,,,,21,1
267.8520508,65.9155197,37407,79666635408971904,19.147,0.001,18.787,0.001,18.665,0.001,18.629,0.001,18.616,0.001,19.232,0.044,19.109,0.037000000000000005,18.931,0.045,,,,,,,,,17.85,0.1,,,18,1
268.9916687,65.834259,81167,79666223092100872,23.913,0.008,23.421,0.011,22.95300000000001,0.016,22.667,0.025,22.219,0.028,20.702,0.099,20.535,0.075,20.079,0.09,,,,,,,,,,,,,21,1
267.4317932,66.3560257,57459,79666785732810455,24.24,0.009000000000000001,23.894,0.021,23.111,0.02,22.879,0.026,22.544,0.031,20.05,0.08900000000000001,19.624,0.049,19.543,0.047,,,,,,,,,,,,,21,1
267.466156,66.3645325,54645,79666785732811989,22.726,0.003,21.82,0.004,21.373,0.006,21.173,0.009000000000000001,20.975,0.01,20.448,0.116,20.37,0.098,20.211,0.093,,,,,,,,,,,,,17,1
268.8249817,65.4899216,132739,79666351941123607,21.599,0.001,21.292,0.002,21.165,0.002,21.051,0.005,20.93,0.006,19.087,0.062,19.089,0.039,18.912,0.035,19.306,0.154,17.879,0.105,,,17.035999999999998,0.078,16.986,0.068,17.69,0.17,21,1
267.8947754,66.3127594,118841,79666648293853048,20.467,0.001,20.445,0.001,20.223,0.001,19.964,0.001,20.021,0.002,19.556,0.08199999999999999,19.847,0.075,19.072,0.06,18.017,0.1,,,17.375,0.098,17.294,0.095,,,,,21,1
267.7487793,66.34420779999999,55158,79666648293857889,21.592,0.001,21.058000000000003,0.001,20.686,0.002,20.574,0.003,20.49,0.004,20.132,0.096,19.954,0.084,19.905,0.08,,,,,,,,,,,,,21,1
267.6306763,66.3589096,56381,79666648293858785,23.108,0.004,22.29300000000001,0.005,22.004,0.008,21.949,0.015,21.756,0.022,19.656,0.085,19.308,0.057,19.177,0.055,,,,,,,,,,,,,21,1
267.7919617,66.4005127,132253,79666648293863475,19.362,0.001,19.057,0.001,19.069000000000006,0.001,19.063,0.001,18.916,0.001,18.696,0.035,18.485,0.026,18.667,0.028,18.07,0.061,16.689,0.038,16.996,0.048,16.567999999999998,0.049,16.644000000000002,0.054000000000000006,17.163,0.094,18,1
267.767395,66.1135941,37303,79666643998886903,23.59800000000001,0.004,22.266,0.004,21.407,0.003,21.05,0.004,20.771,0.004,19.728,0.059,19.103,0.036000000000000004,18.704,0.027000000000000003,18.312,0.068,17.528,0.059,18.015,0.069,17.363,0.097,17.747,0.075,,,21,1
267.7586975,66.2397537,132229,79666643998899608,21.589,0.001,21.171,0.001,20.672,0.002,20.5,0.003,20.345,0.003,19.235,0.049,19.049,0.042,18.982,0.037000000000000005,19.197,0.125,18.363,0.121,18.135,0.112,17.789,0.12,17.908,0.101,17.064,0.123,21,1
267.7720947,66.2324371,37280,79666643998899612,22.502,0.002,22.284,0.003,21.84,0.004,21.799,0.006999999999999999,21.785,0.01,20.545,0.11,20.217,0.086,19.912,0.059,,,,,,,,,17.584,0.07200000000000001,,,21,1
267.6228027,66.2488632,56251,79666643998902543,23.814,0.009000000000000001,23.432,0.016,22.996,0.021,22.467,0.028,22.226,0.031,20.719,0.136,20.189,0.065,20.153,0.061,,,,,,,,,,,,,21,1
268.2198792,65.48223109999999,51954,79666489380075041,22.814,0.004,22.334,0.009000000000000001,21.546,0.005,21.029,0.008,20.811,0.01,19.531,0.071,19.363,0.044,19.317,0.056,,,,,,,,,,,,,21,1
268.0236206,66.8551178,36507,79666661178749725,23.53,0.005,22.849,0.006999999999999999,22.273000000000003,0.01,21.77,0.011,21.574,0.014,19.83,0.084,19.186,0.047,19.117,0.053,,,,,,,17.295,0.096,17.426,0.08900000000000001,,,19,1
267.6616211,66.90205379999999,11542,79666661178754594,21.036,0.001,20.533,0.001,20.358,0.002,20.316,0.002,20.279,0.003,20.334,0.111,19.892,0.079,19.906,0.093,,,,,,,,,,,,,19,1
267.1669922,66.5629196,132010,79666790027780910,23.497,0.004,22.18,0.004,21.141,0.003,20.621,0.003,20.376,0.004,18.881,0.036000000000000004,18.595,0.025,18.35,0.02,17.33,0.037000000000000005,16.084,0.026,16.652,0.036000000000000004,16.742,0.058,16.43,0.036000000000000004,16.205,0.094,21,1
267.2631836,66.6524353,15459,79666790027790254,22.85,0.005,22.382,0.006999999999999999,21.592,0.009000000000000001,21.286,0.013,21.146,0.02,19.907,0.071,19.571,0.048,19.53,0.048,,,,,,,,,,,,,18,1
267.3282471,66.6530762,57250,79666790027790882,23.609,0.006999999999999999,23.122,0.011,22.69400000000001,0.017,22.396,0.023,21.894,0.024,20.753,0.091,20.161,0.061,19.908,0.054000000000000006,,,,,,,,,,,,,21,1
267.4164124,66.6568069,57443,79666790027790893,23.175,0.006,22.556,0.008,22.0,0.012,21.45,0.013,21.265,0.016,20.276,0.105,20.437,0.086,20.019,0.08900000000000001,,,,,,,,,,,,,15,1
268.68164060000004,65.6561432,97339,79666356236063068,22.045,0.001,22.058000000000003,0.003,21.724,0.004,21.478,0.006999999999999999,21.251,0.006999999999999999,20.533,0.126,20.046,0.069,20.108,0.064,,,,,,,,,,,,,21,1
268.6583862,65.56812289999999,46991,79666356236080982,23.122,0.002,22.519,0.005,21.997,0.004,21.827,0.008,21.752,0.01,19.769,0.075,19.418,0.059,19.428,0.055,19.018,0.136,17.882,0.107,18.392,0.133,,,18.02,0.111,,,13,1
268.8065796,65.56987,132732,79666356236081311,22.334,0.002,21.76,0.003,21.483,0.005,21.289,0.009000000000000001,21.228,0.012,19.767,0.08800000000000001,19.302,0.046,19.155,0.043,,,,,,,,,17.874000000000006,0.104,17.507,0.11,21,1
268.826355,65.6007919,75473,79666356236085131,22.215,0.002,21.432,0.003,21.194000000000006,0.005,21.089,0.009000000000000001,20.742,0.011,19.43,0.052000000000000005,18.915,0.032,18.615,0.029,,,,,,,,,,,,,21,1
268.5510864,65.6282959,36215,79666356236089271,24.257,0.01,22.913,0.008,21.616,0.005,21.198,0.008,20.921,0.009000000000000001,19.373,0.05,19.079,0.035,18.936,0.033,,,,,,,,,17.906,0.115,,,15,1
268.51205439999995,65.7270813,36061,79666356236100669,24.641,0.01,23.175,0.006999999999999999,22.083,0.005,21.644,0.006999999999999999,21.357,0.006999999999999999,19.746,0.068,19.165,0.044,18.983,0.031,18.035,0.079,17.313,0.07,18.191,0.085,17.262,0.097,17.394000000000002,0.087,,,14,1
269.0991211,66.5643311,70234,79666240271970382,23.188,0.002,22.874,0.005,22.449,0.006999999999999999,22.192,0.01,21.739,0.011,20.119,0.075,19.663,0.049,19.758,0.05,,,,,,,,,,,,,19,1
269.0636292,66.6393738,47255,79666240271977804,21.421,0.001,21.663,0.001,21.013,0.002,20.949,0.003,20.942,0.004,19.23,0.045,19.256,0.039,19.488,0.041,18.445,0.099,17.947,0.08800000000000001,18.13,0.07400000000000001,17.428,0.094,17.507,0.093,,,17,1
269.0279846,66.1086502,47330,79666231682022577,23.734,0.006999999999999999,23.12,0.011,22.351,0.008,21.882,0.011,21.726,0.015,20.377,0.08,19.597,0.056,19.432,0.057,,,,,,,17.733,0.115,17.742,0.078,,,19,1
268.9782715,66.14852909999999,70387,79666231682022771,27.586,0.165,25.544,0.06,24.347,0.047,23.463,0.039,23.176,0.043,20.435,0.126,20.042,0.087,19.904,0.066,,,,,,,,,,,,,13,1
269.0669861,66.2096252,60517,79666231682039012,22.254,0.001,21.917,0.002,21.816,0.003,21.736,0.005,21.528,0.006999999999999999,20.031,0.093,19.565,0.063,19.279,0.049,19.292,0.14400000000000002,,,,,,,,,,,21,1
269.1083679,65.5699921,79011,79666218797123150,23.062,0.003,22.496,0.004,22.236,0.006,21.988000000000003,0.01,21.93,0.013,19.786,0.068,19.24,0.038,18.984,0.031,,,,,,,,,,,,,21,1
268.9642639,65.6224289,79538,79666218797129619,24.002,0.011,23.31900000000001,0.012,22.715,0.017,22.064,0.021,21.741,0.021,19.901,0.097,19.464,0.06,19.406,0.061,,,,,,,,,,,,,11,1
269.0290222,65.650032,80798,79666218797132927,23.193,0.006,22.733,0.006999999999999999,22.236,0.01,21.991,0.02,21.751,0.023,20.385,0.115,19.913,0.08,19.776,0.079,,,,,,,,,,,,,21,1
268.3193665,65.9479904,67974,79666502264968495,22.804,0.002,22.339,0.004,22.205,0.006,21.841,0.01,21.596,0.011,20.357,0.104,19.747,0.07,19.806,0.06,,,,,,,,,,,,,11,1
268.15026859999995,66.2995071,132405,79666510854896004,21.836,0.001,21.405,0.001,21.136,0.002,21.208,0.004,21.217,0.005,19.929,0.065,19.575,0.044,19.386,0.038,19.167,0.132,18.246,0.095,,,,,17.869,0.115,17.475,0.181,21,1
268.3125,66.3781662,132485,79666510854901153,22.778,0.002,22.421,0.003,21.679,0.004,21.162,0.004,21.009,0.005,19.537,0.054000000000000006,19.128,0.034,19.12,0.033,18.845,0.117,17.207,0.071,17.418,0.081,17.024,0.084,16.624000000000002,0.061,16.955,0.126,20,1
267.0740967,66.43206020000001,15083,79666923171758271,24.164,0.023,23.488000000000003,0.034,22.864,0.035,22.466,0.05,22.07800000000001,0.059,20.304,0.103,19.673,0.059,19.622,0.051,,,,,,,,,,,,,11,1
267.35098270000003,66.6997757,116656,79666794322741780,23.587,0.005,23.016,0.009000000000000001,22.443,0.011,21.823,0.011,21.586,0.013,20.34,0.104,20.13,0.061,19.896,0.055,,,,,,,18.269,0.093,,,,,21,1
267.4351196,66.75406650000001,132088,79666794322747975,20.709,0.001,20.542,0.001,20.232,0.001,19.824,0.002,20.048,0.002,19.192,0.047,19.153,0.035,18.869,0.028,17.986,0.075,17.218,0.051,17.802,0.064,17.829,0.083,17.72,0.087,17.313,0.13699999999999998,21,1
267.41732790000003,66.80668639999999,36817,79666794322752807,21.523000000000003,0.001,21.092,0.002,20.59,0.002,20.334,0.002,20.178,0.003,19.547,0.064,19.521,0.052000000000000005,19.395,0.043,18.119,0.09,17.622,0.075,18.044,0.094,17.624000000000006,0.091,17.459,0.085,,,21,1
267.1919556,66.8395615,57178,79666794322756357,22.065,0.002,21.199,0.002,20.802,0.004,20.522,0.006,20.461,0.009000000000000001,20.397,0.111,20.235,0.08900000000000001,20.112,0.083,,,,,,,,,,,,,20,1
268.5433655,66.7966156,36035,79666382005897745,21.607,0.001,21.504,0.001,21.279,0.003,21.373,0.005,21.213,0.006999999999999999,20.43,0.091,19.903,0.056,19.486,0.041,18.842,0.119,18.094,0.107,18.643,0.132,,,17.883,0.106,,,21,1
268.2752991,66.6120529,35698,79666515149881522,22.513,0.002,22.166,0.004,21.766,0.006999999999999999,21.375,0.008,21.245,0.012,19.859,0.096,19.855,0.07200000000000001,19.572,0.056,,,,,,,17.128,0.079,17.235,0.064,,,21,1
267.46691890000005,66.2023392,54750,79666781437835639,25.206,0.037000000000000005,23.807,0.021,22.759,0.027000000000000003,22.21,0.032,21.717,0.032,19.881,0.061,19.226,0.039,18.88,0.046,,,,,,,,,,,,,21,1
267.2306519,66.18544010000001,34162,79666781437838850,24.497,0.037000000000000005,23.921,0.024,23.379,0.07400000000000001,22.843000000000004,0.083,22.581,0.083,20.217,0.085,19.665,0.05,19.571,0.045,,,,,,,,,18.205,0.141,,,19,1
267.3229675,66.189476,34125,79666781437838985,21.016,0.001,20.66,0.001,20.65,0.005,20.574,0.006,20.363,0.006999999999999999,19.447,0.051,19.292,0.038,19.114,0.034,18.185,0.073,17.512,0.069,18.38,0.122,17.409000000000002,0.094,17.292,0.071,,,21,1
267.39086910000003,66.22468570000001,51600,79666781437842530,21.91,0.002,21.772,0.004,21.611,0.006999999999999999,21.452,0.011,21.405,0.018000000000000002,20.301,0.097,19.993,0.06,19.805,0.057,,,,,,,,,,,,,21,1
267.2547607,66.2835922,34200,79666781437843795,20.441,0.001,20.152,0.001,19.787,0.001,19.646,0.002,19.621,0.002,19.109,0.046,18.873,0.033,18.511,0.022,17.739,0.048,16.879,0.045,17.512,0.056,17.503,0.091,17.509,0.083,,,21,1
267.4241943,66.2848053,36810,79666781437848971,23.274,0.005,21.859,0.004,21.245,0.005,20.821,0.006,20.648000000000003,0.008,19.719,0.057,19.425,0.041,19.189,0.035,19.179,0.139,17.574,0.093,17.619,0.087,,,18.461,0.129,,,19,1
267.63241580000005,66.6902466,57082,79666656883787535,22.191,0.002,21.218000000000004,0.002,20.861,0.004,20.693,0.006999999999999999,20.39,0.008,20.549,0.11,20.588,0.112,20.102,0.07400000000000001,,,,,,,,,,,,,13,1
267.9672546,66.8250732,132332,79666656883802041,19.98,0.001,19.904,0.001,19.764,0.001,19.718,0.001,19.582,0.002,19.715,0.057,19.805,0.052000000000000005,19.563,0.044,18.439,0.07,17.375999999999998,0.053,17.648,0.06,17.009,0.059,17.127,0.063,16.699,0.09,21,1
267.92929080000005,66.8096924,37079,79666656883803007,21.838,0.001,21.786,0.003,21.14,0.003,20.74,0.004,20.616,0.005,19.227,0.046,18.884,0.032,19.06,0.033,,,,,,,18.359,0.146,17.309,0.084,,,21,1
268.3579102,65.7420731,74245,79666497969999401,24.037,0.009000000000000001,23.152,0.01,22.781,0.014,22.616,0.026,22.465,0.031,20.846,0.14400000000000002,20.61,0.104,20.153,0.08,,,,,,,,,,,,,21,1
268.10470580000003,65.76215359999999,35776,79666497970001630,22.015,0.002,21.571,0.003,21.213,0.004,20.971,0.008,20.826,0.009000000000000001,19.817,0.075,19.716,0.056,19.822,0.056,,,,,18.519,0.13,,,17.562,0.098,,,20,1
268.0313721,65.7959137,35829,79666497970006013,22.423,0.004,21.92,0.004,21.122,0.006,20.444000000000006,0.006999999999999999,20.09,0.006999999999999999,19.393,0.061,19.292,0.039,19.236,0.044,,,,,,,17.671,0.103,17.935,0.102,,,20,1
268.2840576,65.8100128,72615,79666497970007466,23.115,0.005,22.702,0.008,22.164,0.01,21.715,0.015,21.551,0.017,20.012,0.096,19.576,0.068,19.341,0.067,,,,,,,,,,,,,21,1
268.4571838,65.87722020000001,66885,79666497970013987,21.607,0.002,21.547,0.003,21.286,0.006,21.185,0.012,21.158,0.017,19.952,0.067,20.146,0.08,20.245,0.094,,,,,,,,,,,,,12,1
268.3283997,65.896553,73157,79666497970016630,22.322,0.004,21.647,0.005,21.519,0.009000000000000001,21.25,0.013,20.767,0.013,19.99,0.085,19.724,0.049,19.531,0.044,,,,,,,,,,,,,21,1
267.6463623,65.6186447,132185,79666631113984604,20.009,0.001,19.952,0.001,19.657,0.001,19.405,0.002,19.216,0.002,19.332,0.047,19.213,0.036000000000000004,19.097,0.04,18.241,0.078,16.816,0.061,17.319000000000006,0.065,17.4,0.08900000000000001,17.117,0.07200000000000001,16.788,0.131,21,1
267.9830017,65.61409,4077,79666631113988240,22.746,0.014,22.094,0.02,21.542,0.025,21.023000000000003,0.038,20.854,0.034,20.64,0.128,20.217,0.068,20.059,0.058,,,,,,,,,,,,,16,1
267.6834717,65.673317,39657,79666631113995648,22.251,0.003,21.389,0.002,21.073,0.004,20.784,0.006,20.691,0.008,19.881,0.063,19.691,0.05,19.632,0.059,,,,,18.638,0.145,,,,,,,18,1
267.8453369,66.4824677,37427,79666652588819727,23.832,0.009000000000000001,23.321,0.012,22.755,0.018000000000000002,22.316,0.025,21.837,0.025,19.955,0.08,19.46,0.044,19.4,0.042,,,,,,,,,17.146,0.07,,,21,1
